"","Face_response","Face_confidence","Face_Onset_Time","Face_Position","Noise_Number","Face_Size","Opacity","Direction_Report","subnumber","block_number"
"2920",1,2,90.8903635710003,5,401,7,0.2,1,"4MP",5
"2921",1,1,0.0194563909999488,7,148,7,0.3,1,"4MP",6
"2922",1,4,5.14592297699983,5,201,8,0.6,2,"4MP",6
"2923",1,4,9.64183428899969,5,30,7,0.5,2,"4MP",6
"2924",1,1,14.0334051729997,-7,220,7,0.1,1,"4MP",6
"2925",1,1,18.6654885609996,-7,391,8,0.2,1,"4MP",6
"2926",1,4,23.417997047,5,90,7,0.7,2,"4MP",6
"2927",1,4,27.897388803,7,93,7,0.4,2,"4MP",6
"2928",1,4,32.2509508939997,5,50,9,0.3,2,"4MP",6
"2929",1,4,36.7538104079999,5,20,9,0.6,2,"4MP",6
"2930",1,4,41.0895944879999,-7,200,6,0.5,1,"4MP",6
"2931",1,1,45.425823903,7,104,6,0.1,2,"4MP",6
"2932",1,1,50.090142131,-5,424,6,0.2,1,"4MP",6
"2933",1,4,55.3776466049999,5,39,6,0.7,2,"4MP",6
"2934",1,4,59.897363267,-7,295,9,0.4,1,"4MP",6
"2935",1,1,64.2426267269998,7,201,9,0.3,2,"4MP",6
"2936",1,4,69.7142239689997,-5,86,7,0.6,1,"4MP",6
"2937",1,4,74.1552116139997,7,387,8,0.5,2,"4MP",6
"2938",1,1,78.529542748,-5,117,8,0.1,1,"4MP",6
"2939",1,1,83.1390837399999,-7,2,9,0.2,1,"4MP",6
"2940",1,4,88.0577357869997,5,178,7,0.7,2,"4MP",6
"2941",1,1,0.319772325999963,-5,48,9,0.2,0,"8MP",0
"2942",1,0,9.15660779500001,5,407,8,0.5,2,"8MP",0
"2943",1,4,17.567992136,5,263,7,0.4,2,"8MP",0
"2944",1,4,24.749234379,7,245,6,0.7,2,"8MP",0
"2945",1,1,30.7418511019999,5,379,6,0.1,1,"8MP",0
"2946",1,1,0.0150367900000674,7,242,6,0.1,1,"8MP",0
"2947",1,4,6.56962719100011,7,15,6,0.5,2,"8MP",0
"2948",1,2,11.773353044,-5,59,6,0.3,0,"8MP",0
"2949",1,4,20.6581854310001,5,55,8,0.7,2,"8MP",0
"2950",1,0,26.7076194780001,-5,8,7,0.2,0,"8MP",0
"2951",1,1,36.3133764610001,5,212,7,0.4,2,"8MP",0
"2952",1,4,41.896978232,-5,361,9,0.6,1,"8MP",0
"2953",1,1,47.326872675,7,149,8,0.1,2,"8MP",0
"2954",1,4,53.673025001,-5,221,6,0.5,1,"8MP",0
"2955",1,3,58.918926916,5,189,9,0.3,2,"8MP",0
"2956",1,4,63.8798365140001,-5,111,7,0.7,1,"8MP",0
"2957",1,1,68.567525548,5,395,6,0.2,1,"8MP",0
"2958",1,4,73.724576833,7,139,9,0.4,2,"8MP",0
"2959",1,3,78.51272881,5,43,6,0.6,2,"8MP",0
"2960",1,1,84.4485327960001,-7,155,9,0.1,1,"8MP",0
"2961",1,4,92.009385853,-5,194,6,0.5,1,"8MP",0
"2962",1,4,96.5926530180001,-7,123,8,0.3,1,"8MP",0
"2963",1,4,101.727889367,7,328,6,0.7,2,"8MP",0
"2964",1,1,106.160704387,7,292,9,0.2,2,"8MP",0
"2965",1,4,112.257084354,5,21,9,0.4,2,"8MP",0
"2966",1,4,0.0189247419999674,-5,177,6,0.6,1,"8MP",1
"2967",1,4,4.898684291,-7,50,8,0.5,1,"8MP",1
"2968",1,1,9.85406199499994,5,158,9,0.1,1,"8MP",1
"2969",1,1,14.6984568119999,-7,191,6,0.2,1,"8MP",1
"2970",1,1,19.4824331939999,7,369,6,0.4,1,"8MP",1
"2971",1,1,24.457238237,-7,77,8,0.3,1,"8MP",1
"2972",1,4,29.090092489,-5,329,6,0.7,1,"8MP",1
"2973",1,4,33.838407772,7,9,6,0.6,2,"8MP",1
"2974",1,4,38.7855554209999,5,24,9,0.5,2,"8MP",1
"2975",1,1,43.6179020809999,-5,378,7,0.1,1,"8MP",1
"2976",1,1,49.0905296879999,5,205,7,0.2,1,"8MP",1
"2977",1,1,54.651406387,7,118,7,0.4,2,"8MP",1
"2978",1,1,59.802174081,-5,204,7,0.3,1,"8MP",1
"2979",1,4,64.467300327,-5,246,7,0.7,1,"8MP",1
"2980",1,3,68.8577723259999,-7,146,8,0.6,1,"8MP",1
"2981",1,4,75.0340905099999,-5,8,6,0.5,1,"8MP",1
"2982",1,1,79.9703852949999,7,104,7,0.1,1,"8MP",1
"2983",1,1,84.93490934,-7,126,9,0.2,2,"8MP",1
"2984",1,1,92.330384369,-7,177,6,0.4,1,"8MP",1
"2985",1,3,97.092642235,-7,398,8,0.3,1,"8MP",1
"2986",1,4,0.0196884929999896,5,129,9,0.5,2,"8MP",2
"2987",1,1,4.89439425299997,5,404,6,0.1,1,"8MP",2
"2988",1,4,9.83013702000005,-5,429,8,0.6,1,"8MP",2
"2989",1,1,14.1904747670001,-7,273,9,0.4,1,"8MP",2
"2990",1,4,19.2454642280001,7,107,9,0.7,2,"8MP",2
"2991",1,1,23.5914797940001,5,326,6,0.3,1,"8MP",2
"2992",1,1,28.4663434700001,-7,165,8,0.2,1,"8MP",2
"2993",1,4,32.990467049,-7,412,6,0.5,1,"8MP",2
"2994",1,1,37.6867819710001,7,55,6,0.1,1,"8MP",2
"2995",1,4,43.51392931,-7,366,8,0.6,1,"8MP",2
"2996",1,1,48.6787961900001,5,415,9,0.4,1,"8MP",2
"2997",1,4,53.9247883300001,-7,9,7,0.7,1,"8MP",2
"2998",1,4,58.68555472,-5,77,9,0.3,1,"8MP",2
"2999",1,1,63.113792157,-5,261,7,0.2,1,"8MP",2
"3000",1,4,68.0347089320001,5,6,6,0.5,2,"8MP",2
"3001",1,1,72.553956857,7,26,8,0.1,1,"8MP",2
"3002",1,4,78.538855755,7,139,6,0.6,2,"8MP",2
"3003",1,3,83.842374153,-7,252,6,0.4,1,"8MP",2
"3004",1,4,89.8674590310001,-7,290,9,0.7,1,"8MP",2
"3005",1,1,94.761895635,5,192,9,0.3,2,"8MP",2
"3006",1,4,0.0175247160000254,-5,29,8,0.7,1,"8MP",3
"3007",1,1,5.05725421099999,-5,367,6,0.3,2,"8MP",3
"3008",1,1,10.561015117,-5,96,7,0.2,1,"8MP",3
"3009",1,1,16.2817682680001,7,51,8,0.1,1,"8MP",3
"3010",1,4,21.373619305,-5,142,6,0.6,1,"8MP",3
"3011",1,3,25.946287033,5,249,8,0.4,2,"8MP",3
"3012",1,4,32.474367805,7,268,8,0.5,2,"8MP",3
"3013",1,4,37.2099395280001,5,250,6,0.7,2,"8MP",3
"3014",1,1,41.570422841,7,217,8,0.3,1,"8MP",3
"3015",1,1,46.450409377,-5,421,8,0.2,2,"8MP",3
"3016",1,1,52.2038445750001,-5,190,6,0.1,1,"8MP",3
"3017",1,4,58.723370646,7,335,7,0.6,2,"8MP",3
"3018",1,4,63.105825878,5,300,8,0.4,2,"8MP",3
"3019",1,2,68.066304805,-5,391,8,0.5,1,"8MP",3
"3020",1,4,74.785357564,-5,402,6,0.7,1,"8MP",3
"3021",1,1,80.178782466,5,399,9,0.3,2,"8MP",3
"3022",1,1,87.178295158,-5,144,8,0.2,0,"8MP",3
"3023",1,1,96.537570584,-5,87,8,0.1,1,"8MP",3
"3024",1,4,102.354386073,7,330,6,0.6,2,"8MP",3
"3025",1,1,108.7296783,-5,123,8,0.4,1,"8MP",3
"3026",1,4,0.0174915069999315,-5,398,6,0.5,1,"8MP",4
"3027",1,4,4.36914784999999,5,236,7,0.6,2,"8MP",4
"3028",1,1,8.64992506899989,-7,157,6,0.2,1,"8MP",4
"3029",1,2,13.393854553,7,375,6,0.4,2,"8MP",4
"3030",1,4,19.433886156,-7,224,9,0.7,1,"8MP",4
"3031",1,1,23.8514024220001,-5,109,6,0.3,1,"8MP",4
"3032",1,1,28.5632204240001,5,221,9,0.1,2,"8MP",4
"3033",1,4,34.953882279,-7,21,9,0.5,1,"8MP",4
"3034",1,4,39.2736509490001,-7,360,6,0.6,1,"8MP",4
"3035",1,1,43.6180256299999,-7,380,8,0.2,1,"8MP",4
"3036",1,2,48.377920679,7,371,9,0.4,2,"8MP",4
"3037",1,4,53.2899857099999,-5,392,7,0.7,1,"8MP",4
"3038",1,1,58.265776925,7,173,6,0.3,1,"8MP",4
"3039",1,1,62.993850696,5,31,6,0.1,1,"8MP",4
"3040",1,4,67.4978136929999,-5,169,7,0.5,1,"8MP",4
"3041",1,4,71.777989335,5,313,9,0.6,2,"8MP",4
"3042",1,1,76.034019685,-5,358,7,0.2,1,"8MP",4
"3043",1,4,80.898194422,-5,77,9,0.4,1,"8MP",4
"3044",1,4,85.282823515,7,179,6,0.7,2,"8MP",4
"3045",1,1,89.6421415540001,7,185,7,0.3,1,"8MP",4
"3046",1,1,0.0172643930000049,5,221,9,0.2,1,"8MP",5
"3047",1,4,4.62601143899997,-7,356,8,0.5,1,"8MP",5
"3048",1,1,8.84952857099984,5,205,6,0.3,1,"8MP",5
"3049",1,4,13.4175025309999,7,341,7,0.7,2,"8MP",5
"3050",1,1,17.6900639739999,-5,219,7,0.1,1,"8MP",5
"3051",1,4,22.2819048069998,5,41,7,0.4,2,"8MP",5
"3052",1,3,26.489950834,-5,18,6,0.6,1,"8MP",5
"3053",1,1,32.307388186,-7,417,9,0.2,1,"8MP",5
"3054",1,3,36.9783522099999,7,101,6,0.5,2,"8MP",5
"3055",1,3,42.169569894,-7,168,7,0.3,1,"8MP",5
"3056",1,4,48.177954112,-7,19,8,0.7,1,"8MP",5
"3057",1,1,52.5067561649998,5,265,8,0.1,1,"8MP",5
"3058",1,3,57.169704467,7,182,8,0.4,2,"8MP",5
"3059",1,4,62.0269706699999,-5,68,9,0.6,1,"8MP",5
"3060",1,1,66.426093824,7,163,8,0.2,1,"8MP",5
"3061",1,4,71.0754910419998,7,315,8,0.5,2,"8MP",5
"3062",1,1,76.6744918509999,7,424,8,0.3,1,"8MP",5
"3063",1,4,81.8103141909999,-5,24,6,0.7,1,"8MP",5
"3064",1,1,86.299018018,-7,230,8,0.1,1,"8MP",5
"3065",1,3,90.713851,5,429,7,0.4,2,"8MP",5
"3066",1,1,0.016747592999991,7,1,7,0.3,1,"8MP",6
"3067",1,1,4.71420901200008,7,3,6,0.4,1,"8MP",6
"3068",1,4,9.17831455400005,5,261,8,0.6,2,"8MP",6
"3069",1,1,13.4101151490001,-5,122,8,0.1,1,"8MP",6
"3070",1,4,17.874520286,-5,261,8,0.5,1,"8MP",6
"3071",1,4,22.178669352,5,164,6,0.7,2,"8MP",6
"3072",1,1,26.409865006,5,234,8,0.2,1,"8MP",6
"3073",1,2,30.8979714060001,7,363,7,0.3,2,"8MP",6
"3074",1,4,36.6340083320001,7,10,6,0.4,2,"8MP",6
"3075",1,4,41.233930372,-7,49,6,0.6,1,"8MP",6
"3076",1,1,45.9455277660002,5,337,7,0.1,1,"8MP",6
"3077",1,4,51.049937039,7,72,9,0.5,2,"8MP",6
"3078",1,4,55.3935501370001,-7,29,6,0.7,1,"8MP",6
"3079",1,1,59.6736269970002,5,170,6,0.2,1,"8MP",6
"3080",1,1,64.2741689320001,7,240,8,0.3,1,"8MP",6
"3081",1,4,69.122108775,5,390,7,0.4,2,"8MP",6
"3082",1,1,73.5703181880001,-7,179,6,0.6,1,"8MP",6
"3083",1,1,78.1861622250001,-7,163,8,0.1,1,"8MP",6
"3084",1,4,82.537787711,-5,222,6,0.5,1,"8MP",6
"3085",1,4,86.945693358,5,264,9,0.7,2,"8MP",6
"3086",1,4,0.0139669569998659,-7,213,7,0.7,1,"10MP",0
"3087",1,3,4.9683099949998,-7,411,8,0.6,1,"10MP",0
"3088",1,2,10.945979483,7,340,8,0.2,1,"10MP",0
"3089",1,4,17.1608241109989,-5,159,6,0.5,1,"10MP",0
"3090",1,2,22.1446086169999,5,380,6,0.1,1,"10MP",0
"3091",1,2,28.2485337689996,-7,328,9,0.4,1,"10MP",0
"3092",1,2,33.3759831369989,-7,279,7,0.3,1,"10MP",0
"3093",1,4,39.8421039610002,7,274,8,0.7,2,"10MP",0
"3094",1,4,45.2007934539997,-5,371,6,0.6,1,"10MP",0
"3095",1,2,49.8485691360002,5,301,9,0.2,1,"10MP",0
"3096",1,4,55.9203888979991,-7,342,8,0.5,1,"10MP",0
"3097",1,2,60.5526984859989,-5,287,7,0.1,2,"10MP",0
"3098",1,1,66.6499908080004,5,89,8,0.4,1,"10MP",0
"3099",1,3,71.9205357850005,-5,255,8,0.3,2,"10MP",0
"3100",1,4,77.816707865999,-7,151,6,0.7,1,"10MP",0
"3101",1,4,82.9608486699999,7,247,7,0.6,2,"10MP",0
"3102",1,2,88.7291896120005,7,13,7,0.2,1,"10MP",0
"3103",1,3,94.5843680319995,7,149,7,0.5,2,"10MP",0
"3104",1,2,99.7519658749989,7,309,8,0.1,1,"10MP",0
"3105",1,3,104.800382488,5,74,7,0.4,1,"10MP",0
"3106",1,3,0.0178780910009664,-5,193,9,0.6,1,"10MP",1
"3107",1,4,5.32188366900118,5,75,9,0.7,2,"10MP",1
"3108",1,3,9.94719231100134,5,172,9,0.4,1,"10MP",1
"3109",1,3,15.0583175089996,-7,93,9,0.5,1,"10MP",1
"3110",1,3,19.7547316020009,5,365,6,0.3,1,"10MP",1
"3111",1,3,24.4343983449999,-5,304,7,0.2,1,"10MP",1
"3112",1,4,29.529516908,-7,372,7,0.1,2,"10MP",1
"3113",1,4,34.3059770910004,7,231,9,0.6,2,"10MP",1
"3114",1,4,38.79425653,5,110,9,0.7,2,"10MP",1
"3115",1,4,43.2501275779996,-5,204,7,0.4,1,"10MP",1
"3116",1,4,48.0823935790013,-5,395,6,0.5,1,"10MP",1
"3117",1,4,52.5381175870007,-5,207,8,0.3,1,"10MP",1
"3118",1,4,57.0118057180007,5,248,6,0.2,1,"10MP",1
"3119",1,3,61.6825690710011,-7,174,9,0.1,1,"10MP",1
"3120",1,4,66.3788652570001,-7,185,6,0.6,1,"10MP",1
"3121",1,4,70.753821268001,-5,410,9,0.7,1,"10MP",1
"3122",1,3,76.0666892879999,7,40,9,0.4,1,"10MP",1
"3123",1,4,80.8824891479999,7,220,9,0.5,2,"10MP",1
"3124",1,1,85.2905098419997,7,81,6,0.3,1,"10MP",1
"3125",1,2,90.9789208450002,5,97,8,0.2,1,"10MP",1
"3126",1,4,0.0195601039995381,5,316,7,0.7,2,"10MP",2
"3127",1,3,4.53017500200076,-7,28,9,0.5,1,"10MP",2
"3128",1,3,8.95403729200007,7,155,8,0.2,1,"10MP",2
"3129",1,4,13.6821532810009,-5,329,9,0.6,1,"10MP",2
"3130",1,4,18.1310415339995,-5,67,7,0.3,1,"10MP",2
"3131",1,4,22.8178600480005,7,215,8,0.1,1,"10MP",2
"3132",1,4,27.3459360310007,-7,395,7,0.4,1,"10MP",2
"3133",1,4,31.802040867,-5,212,8,0.7,1,"10MP",2
"3134",1,4,36.3691904379994,5,330,9,0.5,2,"10MP",2
"3135",1,4,40.8583350219997,5,340,6,0.2,2,"10MP",2
"3136",1,4,45.2503505830009,-7,70,9,0.6,1,"10MP",2
"3137",1,4,50.2254517929996,5,148,8,0.3,1,"10MP",2
"3138",1,4,54.6728444729997,7,287,6,0.1,1,"10MP",2
"3139",1,4,59.2333915500003,-5,12,8,0.4,1,"10MP",2
"3140",1,4,63.8343797430007,5,75,7,0.7,2,"10MP",2
"3141",1,4,68.1778047429998,5,197,6,0.5,2,"10MP",2
"3142",1,4,72.4740301260008,7,6,9,0.2,2,"10MP",2
"3143",1,4,76.9934961079998,-7,105,9,0.6,2,"10MP",2
"3144",1,4,81.2730340620001,7,394,7,0.3,2,"10MP",2
"3145",1,4,85.7866064059999,-5,3,9,0.1,2,"10MP",2
"3146",1,4,0.0173034719991847,7,330,8,0.2,2,"10MP",3
"3147",1,4,4.34536714499882,-7,252,9,0.7,1,"10MP",3
"3148",1,4,8.89811160299905,7,338,7,0.3,1,"10MP",3
"3149",1,4,13.3061228509996,-5,85,8,0.4,1,"10MP",3
"3150",1,4,17.9622600540006,7,186,8,0.5,1,"10MP",3
"3151",1,4,22.4740389769995,7,126,7,0.6,1,"10MP",3
"3152",1,4,26.8102672219993,7,308,9,0.1,1,"10MP",3
"3153",1,4,31.2581155200005,-7,374,6,0.2,1,"10MP",3
"3154",1,4,35.609722195999,-7,5,6,0.7,1,"10MP",3
"3155",1,4,39.9787811469996,-5,158,9,0.3,1,"10MP",3
"3156",1,4,44.5220984959997,5,111,6,0.4,1,"10MP",3
"3157",1,4,48.8582392339995,7,250,9,0.5,1,"10MP",3
"3158",1,4,53.2981919470003,-7,108,7,0.6,1,"10MP",3
"3159",1,2,57.7457754989991,-7,183,8,0.1,1,"10MP",3
"3160",1,2,62.4498669980003,7,129,9,0.2,1,"10MP",3
"3161",1,4,67.0579308630004,-7,379,8,0.7,1,"10MP",3
"3162",1,1,71.5140032039999,7,234,6,0.3,2,"10MP",3
"3163",1,1,78.2822116139996,7,382,9,0.4,1,"10MP",3
"3164",1,4,84.6904908020006,-7,120,9,0.5,1,"10MP",3
"3165",1,4,89.2176439989998,-7,162,8,0.6,1,"10MP",3
"3166",1,4,0.0181882559991209,5,163,9,0.7,2,"10MP",4
"3167",1,4,4.36115333399903,5,94,9,0.3,2,"10MP",4
"3168",1,4,8.90550777600038,7,28,7,0.6,2,"10MP",4
"3169",1,4,13.2017477579993,5,152,6,0.2,2,"10MP",4
"3170",1,4,17.4814593150004,-7,68,7,0.1,2,"10MP",4
"3171",1,4,21.8014366240004,-7,266,9,0.5,1,"10MP",4
"3172",1,4,26.1141103520004,5,394,8,0.4,1,"10MP",4
"3173",1,4,30.4657882669999,-5,127,8,0.7,1,"10MP",4
"3174",1,4,34.7374649319991,5,392,7,0.3,1,"10MP",4
"3175",1,4,38.9527146239998,-7,108,8,0.6,1,"10MP",4
"3176",1,4,43.3773984929994,-7,356,7,0.2,1,"10MP",4
"3177",1,4,47.6580331900004,-7,192,6,0.1,1,"10MP",4
"3178",1,4,52.0109268590004,-5,311,8,0.5,1,"10MP",4
"3179",1,4,56.4737185989998,-5,248,7,0.4,1,"10MP",4
"3180",1,4,60.8096380619991,5,334,8,0.7,2,"10MP",4
"3181",1,4,65.2332321260001,5,227,9,0.3,2,"10MP",4
"3182",1,4,69.553455285999,7,88,8,0.6,2,"10MP",4
"3183",1,4,73.8658137059992,-7,114,7,0.2,2,"10MP",4
"3184",1,4,78.1057529720001,5,270,7,0.1,2,"10MP",4
"3185",1,4,82.4339874819998,-5,104,8,0.5,2,"10MP",4
"3186",1,4,0.0196209339992492,-7,401,8,0.6,1,"10MP",5
"3187",1,4,4.36221543399915,-7,22,9,0.3,1,"10MP",5
"3188",1,4,8.69067505699968,7,41,7,0.1,1,"10MP",5
"3189",1,4,13.0268316269994,7,109,6,0.2,1,"10MP",5
"3190",1,4,17.3381160179997,7,400,7,0.7,2,"10MP",5
"3191",1,1,21.6737814930002,-5,301,6,0.4,0,"10MP",5
"3192",1,4,29.4578244999993,-5,210,6,0.5,1,"10MP",5
"3193",1,4,34.4339652719991,5,319,6,0.6,2,"10MP",5
"3194",1,4,38.8976715499994,-7,340,9,0.3,2,"10MP",5
"3195",1,4,43.3775219799991,-5,211,6,0.1,2,"10MP",5
"3196",1,1,48.065921129999,5,173,6,0.2,1,"10MP",5
"3197",1,4,52.9858601799988,-7,229,8,0.7,1,"10MP",5
"3198",1,4,57.2658352489998,-5,427,7,0.4,1,"10MP",5
"3199",1,4,61.5294624259986,-7,330,9,0.5,1,"10MP",5
"3200",1,4,65.8095605439994,-7,111,8,0.6,1,"10MP",5
"3201",1,4,70.0909933969997,7,247,6,0.3,1,"10MP",5
"3202",1,4,74.4022407709999,7,57,7,0.1,1,"10MP",5
"3203",1,4,78.6736095710003,5,24,6,0.2,1,"10MP",5
"3204",1,4,82.8974583239997,7,43,9,0.7,2,"10MP",5
"3205",1,4,87.2982574369998,5,48,6,0.4,2,"10MP",5
"3206",1,4,0.0184845149997272,5,401,7,0.7,2,"10MP",6
"3207",1,4,4.36233495000124,7,350,6,0.4,2,"10MP",6
"3208",1,4,8.81894776900117,-7,201,7,0.6,1,"10MP",6
"3209",1,4,13.130679277001,-7,260,9,0.3,1,"10MP",6
"3210",1,4,17.417468302001,5,116,7,0.5,1,"10MP",6
"3211",1,4,21.6572681190009,-7,353,9,0.2,1,"10MP",6
"3212",1,4,25.8503890210013,5,265,9,0.1,1,"10MP",6
"3213",1,4,30.0584765840013,7,91,9,0.7,2,"10MP",6
"3214",1,4,34.3462605330005,-7,360,6,0.4,2,"10MP",6
"3215",1,4,38.6177587729999,7,325,9,0.6,2,"10MP",6
"3216",1,4,42.873902329,7,84,9,0.3,2,"10MP",6
"3217",1,4,47.0258207520001,-7,318,7,0.5,2,"10MP",6
"3218",1,4,51.2496193970001,-7,56,8,0.2,2,"10MP",6
"3219",1,4,55.4016393310012,-5,373,8,0.1,2,"10MP",6
"3220",1,4,59.6429934050011,7,215,8,0.7,2,"10MP",6
"3221",1,4,63.8825887990006,-7,174,9,0.4,1,"10MP",6
"3222",1,4,68.0982023880006,5,410,6,0.6,2,"10MP",6
"3223",1,4,72.3154776829997,7,47,8,0.3,2,"10MP",6
"3224",1,4,76.5864299679997,-5,201,9,0.5,1,"10MP",6
"3225",1,4,81.8282211730002,-7,63,8,0.2,1,"10MP",6
"3226",1,4,0.0118189770000754,-5,297,6,0.7,1,"12MP",0
"3227",1,4,4.53665914600424,-7,388,6,0.6,1,"12MP",0
"3228",1,1,9.11105916500674,7,362,9,0.2,1,"12MP",0
"3229",1,4,14.1281661320099,-5,255,6,0.5,1,"12MP",0
"3230",1,1,18.7714846330055,7,266,8,0.1,1,"12MP",0
"3231",1,3,23.7801836780127,7,133,9,0.3,2,"12MP",0
"3232",1,4,28.6346312020032,-5,70,8,0.4,1,"12MP",0
"3233",1,4,33.0515982880024,-7,43,7,0.7,1,"12MP",0
"3234",1,4,37.5830358509993,7,35,8,0.6,2,"12MP",0
"3235",1,1,41.9717641760071,-5,221,9,0.2,1,"12MP",0
"3236",1,4,46.4673140260129,-5,22,7,0.5,1,"12MP",0
"3237",1,1,51.0900012000056,7,397,7,0.1,2,"12MP",0
"3238",1,4,56.0845596900035,-5,428,6,0.3,1,"12MP",0
"3239",1,4,60.3072038920072,-7,110,9,0.4,1,"12MP",0
"3240",1,4,64.5551713720051,-7,47,6,0.7,1,"12MP",0
"3241",1,4,68.8188763840008,7,409,7,0.6,2,"12MP",0
"3242",1,1,73.1636548810056,-5,83,9,0.2,1,"12MP",0
"3243",1,4,77.9477110890002,-7,230,6,0.5,1,"12MP",0
"3244",1,2,82.3476066300063,7,181,9,0.1,1,"12MP",0
"3245",1,4,86.699499883005,-7,307,7,0.3,1,"12MP",0
"3246",1,1,0.0176798309985315,-5,398,8,0.1,1,"12MP",1
"3247",1,4,4.53017172499676,-7,334,9,0.6,1,"12MP",1
"3248",1,4,8.92276666499674,-7,112,6,0.4,1,"12MP",1
"3249",1,4,13.7464167639992,7,367,6,0.7,2,"12MP",1
"3250",1,4,18.3382013649971,5,381,7,0.3,2,"12MP",1
"3251",1,4,23.0499928299978,7,39,9,0.5,2,"12MP",1
"3252",1,4,27.8426647349988,5,323,7,0.2,2,"12MP",1
"3253",1,1,32.098003193998,-7,152,6,0.1,1,"12MP",1
"3254",1,4,36.5221626510029,-7,52,8,0.6,1,"12MP",1
"3255",1,4,40.8737123189931,-7,323,8,0.4,1,"12MP",1
"3256",1,4,45.1052213340008,5,78,7,0.7,2,"12MP",1
"3257",1,4,49.5537876320013,5,411,6,0.3,2,"12MP",1
"3258",1,4,53.8449983169994,-7,172,9,0.5,1,"12MP",1
"3259",1,3,58.2503142579953,7,147,9,0.2,2,"12MP",1
"3260",1,1,62.6742795559985,5,248,9,0.1,1,"12MP",1
"3261",1,4,67.0025502649951,5,280,7,0.6,2,"12MP",1
"3262",1,3,71.5454773249949,5,156,6,0.4,2,"12MP",1
"3263",1,4,76.2664853860042,-5,109,8,0.7,1,"12MP",1
"3264",1,3,81.1543662769982,7,193,6,0.3,2,"12MP",1
"3265",1,4,85.7779177280026,5,275,9,0.5,2,"12MP",1
"3266",1,1,0.0178784959862241,-5,323,7,0.2,2,"12MP",2
"3267",1,4,5.93277977898833,-7,306,8,0.5,1,"12MP",2
"3268",1,3,10.2186840509967,-5,56,7,0.4,1,"12MP",2
"3269",1,1,14.5942412399891,-7,377,6,0.1,2,"12MP",2
"3270",1,4,19.8996771169914,7,107,7,0.3,2,"12MP",2
"3271",1,3,24.6584372669895,-5,323,6,0.6,1,"12MP",2
"3272",1,4,29.7548595669941,-7,243,8,0.7,1,"12MP",2
"3273",1,1,34.4989158289973,7,39,6,0.2,1,"12MP",2
"3274",1,3,39.8106654499861,-5,81,6,0.5,1,"12MP",2
"3275",1,4,44.5465110839868,5,229,8,0.4,2,"12MP",2
"3276",1,1,49.7145109669946,-5,180,9,0.1,1,"12MP",2
"3277",1,1,54.7385374769947,-5,39,8,0.3,1,"12MP",2
"3278",1,4,59.1065965229936,7,41,7,0.6,2,"12MP",2
"3279",1,4,63.3141088469856,7,353,9,0.7,2,"12MP",2
"3280",1,1,67.5701665399974,-7,196,6,0.2,1,"12MP",2
"3281",1,4,72.578114125994,-7,301,7,0.5,1,"12MP",2
"3282",1,4,77.4267061039864,7,370,6,0.4,2,"12MP",2
"3283",1,1,82.314600904996,-5,83,9,0.1,1,"12MP",2
"3284",1,1,87.346306581996,5,15,7,0.3,1,"12MP",2
"3285",1,4,91.8179617459973,-5,188,9,0.6,1,"12MP",2
"3286",1,1,0.0179192920040805,5,388,8,0.2,1,"12MP",3
"3287",1,4,4.85876763300621,-5,143,7,0.4,1,"12MP",3
"3288",1,4,10.3702426620002,5,68,8,0.5,2,"12MP",3
"3289",1,1,15.2496636920114,-7,301,8,0.1,1,"12MP",3
"3290",1,4,21.7307060910098,-7,249,6,0.6,1,"12MP",3
"3291",1,1,25.9217564370047,-7,427,6,0.3,1,"12MP",3
"3292",1,4,31.5864199290081,-5,319,9,0.7,1,"12MP",3
"3293",1,1,36.705201128003,7,157,6,0.2,1,"12MP",3
"3294",1,4,42.9217885260005,5,419,6,0.4,2,"12MP",3
"3295",1,4,47.2817358630127,5,254,7,0.5,2,"12MP",3
"3296",1,1,51.5859262120066,5,79,7,0.1,1,"12MP",3
"3297",1,4,56.2892040550068,5,50,6,0.6,2,"12MP",3
"3298",1,3,60.5947662140097,-7,181,7,0.3,1,"12MP",3
"3299",1,4,64.7606904109998,-7,346,7,0.7,1,"12MP",3
"3300",1,1,69.7769925260072,-7,240,8,0.2,1,"12MP",3
"3301",1,4,75.3059802650096,-7,217,7,0.4,1,"12MP",3
"3302",1,4,79.5458805660019,7,172,9,0.5,2,"12MP",3
"3303",1,1,84.712905354012,7,119,6,0.1,0,"12MP",3
"3304",1,4,92.9534828360047,5,207,6,0.6,2,"12MP",3
"3305",1,3,98.048806124003,-7,336,7,0.3,2,"12MP",3
"3306",1,3,0.0176862829976017,5,298,9,0.3,2,"12MP",4
"3307",1,4,4.42718904500362,5,264,7,0.4,2,"12MP",4
"3308",1,4,8.7305871980061,7,371,8,0.5,2,"12MP",4
"3309",1,4,13.3385372570046,-7,248,9,0.7,1,"12MP",4
"3310",1,4,18.1545543179964,5,217,9,0.6,2,"12MP",4
"3311",1,1,22.6586095499952,-5,274,9,0.2,1,"12MP",4
"3312",1,1,27.3786509329948,-7,418,7,0.1,1,"12MP",4
"3313",1,4,32.0499817030068,7,393,9,0.3,2,"12MP",4
"3314",1,1,36.9629221719952,-7,110,9,0.4,2,"12MP",4
"3315",1,4,41.9053230760037,5,15,9,0.5,2,"12MP",4
"3316",1,4,46.1385703720007,-7,78,9,0.7,1,"12MP",4
