Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,Hallucination_response,Hallucination_confidence,Noise_Onset_Time,Hallucination_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size
80.0,80.0,0.0,0.0,0.0,,190.4296749360219,0.0,0.0,0.0,77.0,0.0
80.0,80.0,0.0,0.0,0.0,,192.95593822101364,0.0,0.0,0.0,218.0,0.0
80.0,80.0,0.0,0.0,0.0,,195.46552274600253,0.0,0.0,0.0,374.0,0.0
80.0,80.0,0.0,0.0,0.0,,198.0345767820254,0.0,0.0,0.0,91.0,0.0
80.0,80.0,0.0,0.0,0.0,,200.59510284502176,0.0,0.0,0.0,419.0,0.0
80.0,80.0,0.0,0.0,0.0,,203.14774202302215,0.0,0.0,0.0,411.0,0.0
0.0,,205.73907519201748,0.0,90.0,90.0,0.0,0.0,0.0,-4.999999999999999,345.0,7.000000000000001
0.0,,208.3424031290051,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,221.0,6.0
0.0,,210.93902088902541,0.0,90.0,90.0,0.0,0.0,0.0,-4.999999999999999,165.0,9.0
80.0,80.0,0.0,0.0,0.0,,213.53663037202205,0.0,0.0,0.0,175.0,0.0
80.0,80.0,0.0,0.0,0.0,,216.04940815101145,0.0,0.0,0.0,212.0,0.0
1.0,2.0,218.57930075901095,219.07730028699734,90.0,90.0,0.0,0.0,219.09621864600922,-7.000000000000001,139.0,6.0
80.0,80.0,0.0,0.0,0.0,,221.11759836701094,0.0,0.0,0.0,39.0,0.0
80.0,80.0,0.0,0.0,0.0,,223.62076256301953,0.0,0.0,0.0,91.0,0.0
0.0,,226.18619019401376,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,215.0,9.0
0.0,,228.72908963501686,0.0,90.0,90.0,0.0,0.0,0.0,7.000000000000001,301.0,6.0
80.0,80.0,0.0,0.0,0.0,,231.32358532902435,0.0,0.0,0.0,282.0,0.0
80.0,80.0,0.0,0.0,0.0,,233.83412143800524,0.0,0.0,0.0,379.0,0.0
80.0,80.0,0.0,0.0,0.0,,236.34688918001484,0.0,0.0,0.0,128.0,0.0
80.0,80.0,0.0,0.0,0.0,,238.89819724700646,0.0,0.0,0.0,297.0,0.0
80.0,80.0,0.0,0.0,0.0,,241.44199459202355,0.0,0.0,0.0,261.0,0.0
80.0,80.0,0.0,0.0,0.0,,243.94789710600162,0.0,0.0,0.0,78.0,0.0
80.0,80.0,0.0,0.0,0.0,,246.49030626102467,0.0,0.0,0.0,380.0,0.0
80.0,80.0,0.0,0.0,0.0,,249.04123591800453,0.0,0.0,0.0,382.0,0.0
80.0,80.0,0.0,0.0,0.0,,251.6062750450219,0.0,0.0,0.0,416.0,0.0
80.0,80.0,0.0,0.0,0.0,,254.135705727007,0.0,0.0,0.0,189.0,0.0
80.0,80.0,0.0,0.0,0.0,,256.69647514499957,0.0,0.0,0.0,122.0,0.0
80.0,80.0,0.0,0.0,0.0,,259.2070922400162,0.0,0.0,0.0,95.0,0.0
80.0,80.0,0.0,0.0,0.0,,261.7449879090127,0.0,0.0,0.0,301.0,0.0
